GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
execute-around,com.iluwatar.execute.around,SimpleFileWriter,0,24,0,0,0,8,0,2,0,2
execute-around,com.iluwatar.execute.around,App,3,33,0,2,1,9,1,4,1,3
