TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.servant.Servant,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.95,38,36
com.iluwatar.servant.Servant,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9464285714285714,40,37
