TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.strangler.OldArithmetic,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333333,32,31
com.iluwatar.strangler.OldSource,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9318181818181819,81,77
