GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
monitor,com.iluwatar.monitor,Bank,40,77,1,7,7,16,1,9,0,6
monitor,com.iluwatar.monitor,Main,10,74,0,4,4,17,1,6,1,4
