TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.spatialpartition.SpatialPartitionBubbles,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,51,50
com.iluwatar.spatialpartition.Bubble,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,326,323
com.iluwatar.spatialpartition.QuadTree,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8002135231316726,385,346
