TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.databus.DataBus,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,36,32
com.iluwatar.databus.members.StatusMember,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,82,81
