GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
composite-view,com.iluwatar.compositeview,AppServlet,0,73,0,0,0,22,0,5,0,5
composite-view,com.iluwatar.compositeview,ClientPropertiesBean,4,53,3,1,0,15,2,1,0,1
