GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
active-object,com.iluwatar.activeobject,ActiveCreature,5,91,1,3,1,30,1,11,0,10
active-object,com.iluwatar.activeobject,Orc,0,4,0,0,0,2,0,1,0,1
active-object,com.iluwatar.activeobject,App,7,62,0,4,3,14,0,6,0,4
