GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
currying,com.iluwatar.currying,Book,29,95,7,7,3,18,8,12,1,12
currying,com.iluwatar.currying,App,3,110,0,0,1,29,1,2,1,2
currying,com.iluwatar.currying,Genre,0,34,0,0,0,4,0,1,0,1
