GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
converter,com.iluwatar.converter,App,3,79,0,0,1,12,1,2,1,2
converter,com.iluwatar.converter,UserConverter,0,29,0,0,0,4,0,3,0,3
converter,com.iluwatar.converter,Converter,0,28,0,0,0,4,0,4,0,4
