TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.masterworker.system.ArrayTransposeMasterWorker,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,18,16
com.iluwatar.masterworker.ArrayUtilityMethods,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9140873015873016,239,224
com.iluwatar.masterworker.ArrayInput,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8672344158067699,253,235
