TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.objectmother.RoyaltyObjectMother,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,63,51
