TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.iluwatar.async.method.invocation.ThreadAsyncExecutor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5642361111111112,168,103
